Final time of Execution: 0:01:11.978908
18, 13, 5, 10, 6, 12, 19, 3, 9, 8, 1, 7, 15]
[4, 16, 13, 7, 0, 5, 9, 1, 8, 12, 19, 14, 18, 10, 17, 3, 11, 6, 15, 2]
[4, 16, 13, 7, 0, 5, 9, 1, 8, 12, 19, 14, 18, 10, 17, 3, 11, 6, 15, 2]
[17, 14, 2, 11, 0, 16, 4, 18, 13, 5, 10, 6, 12, 19, 3, 9, 8, 1, 7, 15]
[7, 1, 15, 18, 13, 16, 8, 12, 14, 10, 11, 17, 2, 6, 19, 5, 4, 3, 9, 0]
[3, 9, 6, 0, 19, 16, 8, 12, 11, 17, 10, 2, 18, 1, 4, 15, 7, 5, 14, 13]
[8, 11, 6, 5, 15, 12, 7, 0, 13, 19, 16, 17, 2, 10, 18, 3, 9, 1, 14, 4]
[6, 11, 0, 12, 17, 8, 14, 9, 4, 15, 2, 7, 19, 10, 5, 13, 1, 16, 3, 18]
[13, 17, 6, 16, 12, 9, 18, 15, 11, 14, 5, 1, 3, 7, 0, 19, 10, 4, 8, 2]
[18, 19, 12, 5, 16, 6, 1, 13, 3, 0, 4, 2, 14, 10, 8, 9, 17, 11, 7, 15]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
Generacion: 2
[17, 14, 2, 11, 0, 16, 4, 18, 13, 5, 10, 6, 12, 19, 3, 9, 8, 1, 7, 15]
[4, 16, 13, 7, 0, 5, 9, 1, 8, 12, 19, 14, 18, 10, 17, 3, 11, 6, 15, 2]
[4, 16, 13, 7, 0, 5, 9, 1, 8, 12, 19, 14, 18, 10, 17, 3, 11, 6, 15, 2]
[4, 16, 13, 7, 0, 5, 9, 1, 8, 12, 19, 14, 18, 10, 17, 3, 11, 6, 15, 2]
[17, 14, 2, 11, 0, 16, 4, 18, 13, 5, 10, 6, 12, 19, 3, 9, 8, 1, 7, 15]
[17, 14, 2, 11, 0, 16, 4, 18, 13, 5, 10, 6, 12, 19, 3, 9, 8, 1, 7, 15]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
[7, 1, 15, 18, 13, 16, 8, 12, 14, 10, 11, 17, 2, 6, 19, 5, 4, 3, 9, 0]
[7, 1, 15, 18, 13, 16, 8, 12, 14, 10, 11, 17, 2, 6, 19, 5, 4, 3, 9, 0]
[3, 9, 6, 0, 19, 16, 8, 12, 11, 17, 10, 2, 18, 1, 4, 15, 7, 5, 14, 13]
[8, 11, 6, 5, 15, 12, 7, 0, 13, 19, 16, 17, 2, 10, 18, 3, 9, 1, 14, 4]
[6, 11, 0, 12, 17, 8, 14, 9, 4, 15, 2, 7, 19, 10, 5, 13, 1, 16, 3, 18]
[6, 11, 0, 12, 17, 8, 14, 9, 4, 15, 2, 7, 19, 10, 5, 13, 1, 16, 3, 18]
[13, 17, 6, 16, 12, 9, 18, 15, 11, 14, 5, 1, 3, 7, 0, 19, 10, 4, 8, 2]
[18, 19, 12, 5, 16, 6, 1, 13, 3, 0, 4, 2, 14, 10, 8, 9, 17, 11, 7, 15]
[18, 19, 12, 5, 16, 6, 1, 13, 3, 0, 4, 2, 14, 10, 8, 9, 17, 11, 7, 15]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
[17, 11, 19, 5, 14, 15, 7, 3, 18, 10, 1, 6, 8, 13, 0, 16, 12, 2, 9, 4]
Generacion: 3
[4, 3, 13, 7, 16, 5, 9, 11, 8, 19, 2, 14, 18, 10, 17, 1, 12, 6, 15, 0]
[0, 3, 10, 15, 11, 13, 18, 2, 7, 1, 14, 16, 9, 8, 5, 17, 4, 19, 12, 6]
[17, 11, 5, 8, 6, 13, 0, 3, 12, 15, 10, 1, 7, 14, 19, 18, 9, 16, 4, 2]
[15, 9, 6, 3, 1, 16, 8, 12, 11, 17, 10, 0, 18, 2, 4, 19, 7, 5, 14, 13]
[15, 5, 16, 7, 0, 9, 4, 1, 6, 8, 2, 14, 18, 10, 17, 3, 19, 11, 13, 12]
[4, 10, 17, 12, 6, 11, 8, 18, 14, 15, 13, 5, 19, 3, 0, 1, 2, 7, 16, 9]
[17, 0, 2, 19, 11, 18, 4, 14, 13, 12, 9, 6, 5, 16, 3, 10, 8, 1, 7, 15]
[4, 3, 13, 7, 16, 5, 9, 11, 8, 14, 19, 2, 18, 10, 17, 1, 12, 6, 15, 0]
[4, 3, 15, 7, 16, 2, 9, 1, 8, 5, 19, 14, 18, 10, 17, 11, 12, 6, 13, 0]
[17, 0, 2, 19, 11, 13, 4, 14, 18, 12, 10, 6, 5, 16, 3, 9, 8, 1, 7, 15]
[4, 3, 13, 7, 16, 5, 0, 1, 2, 8, 9, 14, 18, 10, 17, 11, 12, 6, 15, 19]
Generacion: 4
[0, 3, 10, 15, 11, 13, 18, 19, 7, 1, 14, 16, 9, 8, 5, 17, 4, 2, 12, 6]
[17, 9, 5, 8, 6, 13, 10, 3, 12, 7, 11, 1, 15, 14, 19, 18, 0, 16, 4, 2]
[3, 14, 19, 7, 0, 16, 10, 11, 13, 8, 5, 1, 18, 15, 17, 9, 12, 4, 6, 2]
[0, 3, 10, 8, 11, 13, 18, 2, 7, 1, 14, 16, 9, 15, 5, 17, 4, 19, 12, 6]
[17, 0, 2, 19, 11, 13, 4, 14, 10, 12, 1, 6, 5, 16, 9, 18, 8, 3, 7, 15]
[17, 4, 5, 8, 6, 13, 0, 3, 12, 15, 10, 11, 7, 1, 19, 18, 9, 16, 14, 2]
[0, 3, 10, 15, 11, 13, 18, 2, 7, 1, 14, 16, 9, 5, 8, 17, 4, 19, 12, 6]
Generacion: 5
[0, 3, 10, 15, 11, 13, 2, 18, 17, 1, 14, 16, 9, 5, 8, 7, 4, 19, 12, 6]
[4, 14, 17, 7, 16, 2, 9, 0, 8, 5, 19, 1, 18, 10, 3, 11, 12, 6, 13, 15]
[3, 14, 19, 7, 0, 16, 10, 11, 4, 8, 5, 1, 18, 15, 17, 9, 12, 13, 6, 2]
[0, 3, 10, 15, 11, 13, 18, 5, 7, 1, 14, 16, 9, 8, 19, 17, 4, 2, 12, 6]
Generacion: 6
[3, 10, 13, 4, 6, 14, 5, 8, 11, 7, 1, 2, 18, 12, 19, 0, 17, 15, 9, 16]
[4, 14, 17, 7, 0, 16, 10, 11, 8, 5, 19, 1, 18, 15, 3, 9, 12, 6, 13, 2]
[10, 14, 8, 7, 16, 0, 17, 11, 13, 19, 5, 1, 18, 15, 3, 9, 12, 4, 6, 2]
[3, 10, 13, 4, 6, 9, 5, 8, 11, 7, 1, 2, 18, 14, 19, 0, 17, 15, 12, 16]
[5, 18, 13, 17, 19, 9, 1, 12, 11, 14, 6, 2, 7, 4, 0, 15, 3, 8, 10, 16]
[0, 3, 19, 15, 11, 13, 18, 5, 7, 10, 14, 16, 9, 1, 8, 17, 4, 2, 12, 6]
[10, 14, 8, 7, 17, 0, 16, 11, 13, 19, 5, 1, 18, 15, 3, 9, 12, 6, 4, 2]
