Final time of Execution: 0:01:56.345181
, 38, 17, 30, 55, 16, 13, 23, 6, 21, 20, 33, 34, 15, 24, 29, 11, 18, 14, 46, 5, 52, 26, 44, 53, 25, 50, 31, 40, 47, 45, 0, 43, 7, 56, 57, 39, 54, 9, 22, 35, 42, 1, 48, 2, 12, 37, 4, 27, 3, 10, 28, 41, 51]
[7, 31, 59, 8, 32, 50, 49, 1, 42, 19, 30, 24, 21, 44, 9, 13, 45, 2, 39, 58, 29, 26, 15, 4, 54, 20, 3, 57, 12, 27, 22, 40, 18, 41, 11, 17, 52, 6, 10, 0, 55, 35, 37, 25, 53, 14, 5, 51, 33, 23, 47, 56, 46, 36, 43, 16, 28, 38, 34, 48]
[38, 14, 8, 47, 22, 9, 29, 58, 36, 39, 57, 1, 43, 41, 51, 0, 15, 55, 34, 12, 37, 10, 44, 21, 27, 40, 18, 52, 49, 30, 26, 42, 32, 46, 24, 7, 54, 3, 20, 5, 25, 35, 19, 53, 4, 11, 31, 6, 23, 48, 13, 33, 16, 2, 28, 17, 56, 59, 45, 50]
[49, 4, 16, 6, 23, 29, 34, 30, 48, 26, 13, 41, 31, 2, 54, 5, 47, 52, 46, 12, 42, 58, 57, 14, 36, 18, 44, 1, 51, 19, 3, 22, 39, 10, 55, 43, 53, 38, 11, 15, 45, 0, 9, 21, 50, 20, 17, 25, 24, 32, 7, 33, 28, 37, 40, 56, 8, 59, 27, 35]
[28, 29, 39, 30, 36, 20, 24, 48, 3, 54, 41, 35, 26, 25, 43, 0, 40, 9, 42, 45, 52, 22, 10, 1, 17, 21, 4, 6, 8, 31, 14, 55, 19, 38, 5, 46, 7, 16, 50, 47, 27, 51, 15, 2, 18, 12, 59, 37, 58, 56, 49, 32, 33, 23, 13, 34, 53, 11, 44, 57]
[13, 11, 31, 53, 28, 25, 43, 40, 4, 10, 58, 15, 5, 21, 52, 1, 33, 8, 3, 24, 29, 39, 59, 36, 22, 12, 48, 19, 32, 6, 38, 27, 7, 16, 46, 44, 34, 0, 23, 57, 54, 35, 37, 41, 18, 26, 56, 20, 9, 51, 47, 45, 30, 14, 42, 17, 55, 49, 50, 2]
[34, 14, 8, 47, 22, 9, 29, 58, 36, 39, 57, 1, 43, 41, 51, 0, 27, 55, 30, 12, 3, 10, 44, 25, 48, 40, 18, 52, 49, 15, 26, 42, 32, 46, 24, 7, 54, 37, 20, 5, 38, 35, 19, 53, 4, 11, 31, 6, 23, 21, 13, 33, 16, 2, 28, 17, 56, 59, 45, 50]
[36, 0, 7, 40, 59, 57, 41, 12, 9, 11, 51, 52, 31, 23, 18, 16, 56, 15, 53, 44, 54, 4, 55, 49, 26, 47, 32, 3, 13, 46, 14, 37, 50, 45, 19, 10, 5, 21, 27, 58, 38, 29, 8, 6, 34, 1, 30, 43, 24, 20, 2, 25, 28, 48, 33, 42, 39, 35, 17, 22]
[56, 41, 14, 29, 4, 47, 9, 43, 38, 23, 37, 59, 50, 15, 31, 20, 34, 49, 10, 5, 26, 54, 51, 57, 48, 8, 35, 28, 44, 21, 39, 0, 36, 1, 18, 40, 46, 11, 19, 6, 27, 45, 30, 3, 16, 7, 33, 17, 22, 2, 13, 58, 55, 42, 53, 52, 25, 24, 32, 12]
Generacion: 2
[19, 49, 32, 59, 36, 8, 58, 38, 17, 30, 55, 16, 13, 23, 6, 21, 20, 33, 34, 15, 24, 29, 11, 18, 14, 46, 5, 52, 26, 44, 53, 25, 50, 31, 40, 47, 45, 0, 43, 7, 56, 57, 39, 54, 9, 22, 35, 42, 1, 48, 2, 12, 37, 4, 27, 3, 10, 28, 41, 51]
