Final time of Execution: 0:00:21.925978
, 56, 34, 26, 5, 14, 45, 9, 20, 10, 51, 54, 2, 16, 15, 4, 17, 6, 48, 29, 36, 3, 59, 55, 52, 44, 7, 50, 38, 58, 40, 43, 24, 21, 32, 57, 25, 1, 12, 23, 0, 30, 22, 18, 33, 19, 49, 53, 47, 31, 46, 37, 39, 28]
[27, 29, 41, 7, 8, 4, 43, 51, 39, 5, 20, 23, 45, 46, 37, 59, 42, 19, 57, 0, 40, 31, 26, 55, 6, 21, 24, 56, 2, 28, 1, 48, 9, 35, 15, 16, 54, 25, 52, 38, 50, 17, 58, 47, 3, 12, 11, 36, 49, 10, 13, 14, 18, 34, 30, 22, 53, 32, 44, 33]
[46, 6, 30, 42, 36, 41, 15, 7, 27, 59, 9, 0, 12, 33, 25, 44, 16, 17, 55, 45, 39, 13, 40, 11, 54, 2, 48, 28, 29, 50, 21, 47, 52, 5, 10, 57, 43, 19, 49, 37, 38, 20, 31, 23, 53, 3, 32, 34, 8, 58, 24, 4, 35, 14, 51, 1, 18, 56, 22, 26]
[9, 4, 1, 14, 17, 2, 24, 16, 25, 11, 43, 21, 39, 57, 15, 47, 36, 58, 38, 22, 44, 12, 45, 54, 46, 32, 56, 51, 29, 42, 30, 41, 35, 37, 0, 55, 31, 19, 26, 13, 5, 23, 6, 27, 59, 10, 7, 52, 18, 20, 40, 33, 3, 53, 34, 49, 28, 8, 50, 48]
[52, 25, 2, 15, 43, 49, 19, 11, 21, 1, 28, 44, 17, 29, 39, 58, 30, 45, 34, 55, 53, 22, 42, 48, 23, 18, 57, 59, 35, 24, 4, 38, 8, 12, 54, 3, 33, 51, 10, 50, 32, 37, 6, 13, 27, 47, 31, 20, 41, 36, 40, 46, 56, 14, 7, 26, 16, 5, 9, 0]
[4, 49, 29, 12, 6, 43, 24, 35, 5, 9, 3, 55, 16, 25, 47, 46, 8, 48, 52, 7, 31, 57, 44, 0, 50, 39, 41, 32, 54, 10, 37, 56, 53, 51, 13, 22, 40, 23, 33, 59, 15, 36, 21, 58, 45, 11, 42, 19, 26, 18, 2, 27, 20, 30, 17, 38, 14, 1, 34, 28]
[27, 18, 4, 38, 41, 26, 14, 19, 16, 32, 35, 13, 17, 55, 8, 0, 48, 24, 43, 33, 37, 11, 58, 1, 31, 7, 39, 9, 22, 21, 29, 30, 6, 49, 40, 28, 57, 53, 36, 52, 46, 2, 10, 44, 42, 56, 34, 51, 45, 54, 50, 5, 12, 15, 3, 20, 47, 25, 23, 59]
Generacion: 2
[27, 29, 41, 7, 8, 4, 43, 51, 39, 5, 20, 23, 45, 46, 37, 59, 42, 19, 57, 0, 40, 31, 26, 55, 6, 21, 24, 56, 2, 28, 1, 48, 9, 35, 15, 16, 54, 25, 52, 38, 50, 17, 58, 47, 3, 12, 11, 36, 49, 10, 13, 14, 18, 34, 30, 22, 53, 32, 44, 33]
[41, 8, 13, 42, 11, 35, 27, 56, 34, 26, 5, 14, 45, 9, 20, 10, 51, 54, 2, 16, 15, 4, 17, 6, 48, 29, 36, 3, 59, 55, 52, 44, 7, 50, 38, 58, 40, 43, 24, 21, 32, 57, 25, 1, 12, 23, 0, 30, 22, 18, 33, 19, 49, 53, 47, 31, 46, 37, 39, 28]
[41, 8, 13, 42, 11, 35, 27, 56, 34, 26, 5, 14, 45, 9, 20, 10, 51, 54, 2, 16, 15, 4, 17, 6, 48, 29, 36, 3, 59, 55, 52, 44, 7, 50, 38, 58, 40, 43, 24, 21, 32, 57, 25, 1, 12, 23, 0, 30, 22, 18, 33, 19, 49, 53, 47, 31, 46, 37, 39, 28]
[27, 29, 41, 7, 8, 4, 43, 51, 39, 5, 20, 23, 45, 46, 37, 59, 42, 19, 57, 0, 40, 31, 26, 55, 6, 21, 24, 56, 2, 28, 1, 48, 9, 35, 15, 16, 54, 25, 52, 38, 50, 17, 58, 47, 3, 12, 11, 36, 49, 10, 13, 14, 18, 34, 30, 22, 53, 32, 44, 33]
[46, 6, 30, 42, 36, 41, 15, 7, 27, 59, 9, 0, 12, 33, 25, 44, 16, 17, 55, 45, 39, 13, 40, 11, 54, 2, 48, 28, 29, 50, 21, 47, 52, 5, 10, 57, 43, 19, 49, 37, 38, 20, 31, 23, 53, 3, 32, 34, 8, 58, 24, 4, 35, 14, 51, 1, 18, 56, 22, 26]
[9, 4, 1, 14, 17, 2, 24, 16, 25, 11, 43, 21, 39, 57, 15, 47, 36, 58, 38, 22, 44, 12, 45, 54, 46, 32, 56, 51, 29, 42, 30, 41, 35, 37, 0, 55, 31, 19, 26, 13, 5, 23, 6, 27, 59, 10, 7, 52, 18, 20, 40, 33, 3, 53, 34, 49, 28, 8, 50, 48]
[52, 25, 2, 15, 43, 49, 19, 11, 21, 1, 28, 44, 17, 29, 39, 58, 30, 45, 34, 55, 53, 22, 42, 48, 23, 18, 57, 59, 35, 24, 4, 38, 8, 12, 54, 3, 33, 51, 10, 50, 32, 37, 6, 13, 27, 47, 31, 20, 41, 36, 40, 46, 56, 14, 7, 26, 16, 5, 9, 0]
[52, 25, 2, 15, 43, 49, 19, 11, 21, 1, 28, 44, 17, 29, 39, 58, 30, 45, 34, 55, 53, 22, 42, 48, 23, 18, 57, 59, 35, 24, 4, 38, 8, 12, 54, 3, 33, 51, 10, 50, 32, 37, 6, 13, 27, 47, 31, 20, 41, 36, 40, 46, 56, 14, 7, 26, 16, 5, 9, 0]
[4, 49, 29, 12, 6, 43, 24, 35, 5, 9, 3, 55, 16, 25, 47, 46, 8, 48, 52, 7, 31, 57, 44, 0, 50, 39, 41, 32, 54, 10, 37, 56, 53, 51, 13, 22, 40, 23, 33, 59, 15, 36, 21, 58, 45, 11, 42, 19, 26, 18, 2, 27, 20, 30, 17, 38, 14, 1, 34, 28]
