Final time of Execution: 0:18:40.982157

940134.0, 909748.0, 2, inf
924634.0, 927128.0, 2, inf
933076.0, 923318.0, 2, 1.44622562085
934028.0, 924350.0, 2, 0.674572330079
967680.0, 927536.0, 3, inf
941982.0, 925118.0, 3, inf
938950.0, 941618.0, 3, inf
953266.0, 926486.0, 3, 0.655776687867
945694.0, 937184.0, 3, 0.615882078706
965222.0, 925424.0, 3, 0.579038867618
947898.0, 934084.0, 3, 0.485143056039
940414.0, 930716.0, 3, 0.321702370028
948370.0, 926394.0, 3, 0.251206657596
943322.0, 928094.0, 3, 0.181202923773
940566.0, 929704.0, 3, 0.167876593994
941194.0, 928394.0, 3, 0.146862217722
982544.0, 936388.0, 4, inf
959922.0, 963366.0, 4, inf
969374.0, 933070.0, 4, inf
943940.0, 944168.0, 4, inf
950648.0, 956482.0, 4, 0.420397547774
977038.0, 934700.0, 4, 0.291398190019
969996.0, 933392.0, 4, 0.231074200449
955506.0, 953108.0, 4, 0.225557499374
981546.0, 945546.0, 4, 0.219875052044
978582.0, 938206.0, 4, 0.179357982827
962668.0, 947720.0, 4, 0.17861111574
965284.0, 936146.0, 4, 0.170787524478
947790.0, 939536.0, 4, 0.151405944954
958676.0, 948988.0, 4, 0.140817337325
946164.0, 951876.0, 4, 0.124882433091
952576.0, 941768.0, 4, 0.118665084543
950948.0, 939634.0, 4, 0.111493007192
964626.0, 942810.0, 4, 0.0967813255087
954358.0, 938566.0, 4, 0.0896005883934
961080.0, 934056.0, 4, 0.0866410146103
952742.0, 952626.0, 4, 0.0745543360837
959148.0, 950230.0, 4, 0.0735360202572
960990.0, 948584.0, 4, 0.0663713303837
964606.0, 951434.0, 4, 0.0638582748649
964104.0, 948822.0, 4, 0.0542634949437
952108.0, 936148.0, 4, 0.0501596488508
952642.0, 950238.0, 4, 0.0440412924944
954784.0, 952196.0, 4, 0.0383294662627
954882.0, 938424.0, 4, 0.0280108845992
964248.0, 938284.0, 4, 0.0201995031949
999024.0, 998412.0, 5, inf
977608.0, 949918.0, 5, inf
962760.0, 965912.0, 5, inf
1012860.0, 984154.0, 5, inf
987062.0, 993532.0, 5, 0.2041655181
990170.0, 989574.0, 5, 0.190268493409
967544.0, 952368.0, 5, 0.183335398737
1004516.0, 985634.0, 5, 0.179311823007
1005402.0, 971070.0, 5, 0.141508834519
991954.0, 978410.0, 5, 0.139855010151
995594.0, 973482.0, 5, 0.138001127287
1010932.0, 969442.0, 5, 0.124388374239
963868.0, 953454.0, 5, 0.118295967145
985118.0, 964846.0, 5, 0.09770553338
974232.0, 987902.0, 5, 0.0948098705052
975924.0, 966282.0, 5, 0.0930046666267
972392.0, 963042.0, 5, 0.0900680792908
977050.0, 958604.0, 5, 0.0851655438659
995640.0, 969700.0, 5, 0.0815736745258
998316.0, 961500.0, 5, 0.0809073880119
983872.0, 980260.0, 5, 0.0792377878795
970624.0, 956238.0, 5, 0.0778583156202
1010952.0, 983010.0, 5, 0.0771778338815
988238.0, 981298.0, 5, 0.0665538934915
