1232810.0, 2852884.0, inf, 1
3872056.0, 1597954.0, inf, 1
2755568.0, 1678694.0, 0.553918312876, 1
1574684.0, 2342416.0, 0.281238458119, 1
1360770.0, 2529958.0, 0.258545797482, 1
2143806.0, 2089350.0, 0.219203953746, 1
1249698.0, 2685612.0, 0.218133039226, 1
2151396.0, 1936234.0, 0.213191890332, 1
2320796.0, 1896326.0, 0.166558965611, 1
1938790.0, 2110228.0, 0.101792371366, 1
2302386.0, 1897212.0, 0.0959859752381, 1
2570670.0, 1815758.0, 0.0954858894547, 1
2696748.0, 1794676.0, 0.0899341885524, 1
1824074.0, 2138764.0, 0.0897753774133, 1
1293446.0, 2607974.0, 0.0817690529382, 1
1676494.0, 2170598.0, 0.0785243241527, 1
2570670.0, 1815758.0, 0.0711971279807, 1
2722318.0, 1746396.0, 0.0636371989496, 1
1842584.0, 2136910.0, 0.0587287359446, 1
1582720.0, 2282558.0, 0.0582401304583, 1
2612988.0, 1807272.0, 0.0567642607184, 1
1293446.0, 2607974.0, 0.0562992774938, 1
2722318.0, 1746396.0, 0.0510705605045, 1
1627780.0, 2247988.0, 0.0460601505624, 1
1659690.0, 2198968.0, 0.0454289096701, 1
1345974.0, 2558124.0, 0.0453294777858, 1
1345974.0, 2558124.0, 0.0423469337762, 1
1601190.0, 2281932.0, 0.037123367769, 1
1659690.0, 2198968.0, 0.0346974129819, 1
1609310.0, 2248614.0, 0.0335478988831, 1
1676494.0, 2170598.0, 0.0317341219131, 1
1920376.0, 2110854.0, 0.0299739175338, 1
1920376.0, 2110854.0, 0.0277399037501, 1
2589134.0, 1814742.0, 0.0227962550564, 1
1627780.0, 2247988.0, 0.0125894069576, 1
1609310.0, 2248614.0, 0.00357546888593, 1
1609310.0, 2248614.0, 0.0, 1
1609310.0, 2248614.0, 0.0, 1
1627780.0, 2247988.0, 0.0, 1
1627780.0, 2247988.0, 0.0, 1
1659690.0, 2198968.0, 0.0, 1
1920376.0, 2110854.0, 0.0, 1
1293446.0, 2607974.0, 0.0, 1
1293446.0, 2607974.0, 0.0, 1
1345974.0, 2558124.0, 0.0, 1
1609310.0, 2248614.0, 0.0, 1
